Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
"PostLateUpdate.UpdateRectTransform",0.01691,0.00012,0.264274,430,385,428,2,2,5.22898798173992,0.01742996,0.016293,0.018515,300,1,1,1,300,198,0.00012,0.264274,385,428,0.015945
"mscorlib.dll!System.Reflection::MonoMethod.get_DeclaringType()",0.016544,0.005635,0.050704,380,375,247,12,12,5.13737500476418,0.01712458,0.016047,0.017906,4146,14,5,23,300,198,0.000797,0.03593,336,247,0.016286
"CullAllVisibleLights",0.01638,0.01247,0.049653,308,296,374,5,5,5.26818701904267,0.01756062,0.015012,0.018755,300,1,1,1,300,198,0.01247,0.049653,296,374,0.017079
"mscorlib.dll!System::RuntimeType.get_Name()",0.016358,0.014384,0.04306,388,212,401,5,12,5.34430700531811,0.01781436,0.015532,0.018818,8094,27,26,28,300,198,0.000371,0.024922,313,341,0.016381
"FixedUpdate.AudioFixedUpdate",0.016314,0.014056,0.358707,208,363,247,2,2,5.10453101247549,0.01904676,0.015745,0.017513,294,1,1,2,268,198,0.009121,0.358707,444,247,0.015048
"mscorlib.dll!System::String.Concat()",0.016276,0.005766,0.053826,247,219,490,5,7,5.56454999541165,0.0185485,0.015211,0.023519,2364,8,2,14,300,198,0.000294,0.037348,298,490,0.024939
"PrepareSceneNodesSetUp",0.016042,0.016042,0.016042,220,220,220,7,7,0.0160420001448074,0.016042,0.016042,0.016042,5,5,5,5,1,220,2.9E-05,0.015858,220,220,0
"AudioManager.FixedUpdate",0.015925,0.013675,0.354504,246,363,247,3,3,4.98284900002182,0.01859272,0.015374,0.017063,294,1,1,2,268,198,0.008844,0.354504,444,247,0.014631
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PropertySheet.EnableKeyword()",0.01589,0.01414,0.033072,235,212,233,8,11,4.87813499791082,0.01626045,0.015433,0.016472,1500,5,5,5,300,198,0.001942,0.021248,214,233,0.014367
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.Internal_DrawMesh()",0.015881,0.0136,0.057653,299,479,411,11,13,4.94929800723912,0.01649766,0.01519,0.016886,3000,10,10,10,300,198,0.000746,0.027556,396,411,0.014417
"Shadows.RenderJob",0.015762,0.012755,0.452887,256,371,401,7,7,5.49142698105425,0.01830476,0.014308,0.017792,300,1,1,1,300,198,0.012755,0.452887,371,401,0.01772
"Shadows.RenderJobDir",0.015457,0.01253,0.44858,412,371,401,8,8,5.39748697634786,0.01799162,0.014053,0.017423,300,1,1,1,300,198,0.01253,0.44858,371,401,0.017361
"UnityEngine.UIModule.dll!UnityEngine::Canvas.SendWillRenderCanvases()",0.015441,0.013768,0.657831,291,492,428,5,5,5.38364900648594,0.0179455,0.014939,0.016164,300,1,1,1,300,198,0.013768,0.657831,492,428,0.014856
"UnityEngine.UI.dll!UnityEngine.EventSystems::StandaloneInputModule.ShouldActivateModule()",0.015268,0.013858,0.316351,393,310,428,5,5,5.03435702156276,0.01678119,0.014861,0.015723,300,1,1,1,300,198,0.013858,0.316351,310,428,0.015353
"mscorlib.dll!System::String.op_Equality()",0.015144,0.014136,0.03023398,354,201,359,12,18,4.77305601401895,0.01591019,0.014714,0.017118,20400,68,68,68,300,198,0.000151,0.013144,207,359,0.014539
"mscorlib.dll!System::String.Trim()",0.014998,0.012249,0.034813,242,416,198,5,19,4.58762200502679,0.01529207,0.014773,0.015461,3294,11,10,12,300,198,0.001081,0.01912,347,198,0.014914
"mscorlib.dll!System::String.CtorCharArrayStartLength()",0.014851,0.002135,0.037701,415,462,482,12,20,4.72763400210533,0.01575878,0.014405,0.017631,5892,20,2,38,300,198,0.000597,0.021751,344,482,0.015278
"UnityEngine.UI.dll!UnityEngine.UI::CanvasUpdateRegistry.PerformUpdate()",0.014831,0.013234,0.6501811,340,492,428,6,6,5.183449042961,0.01727816,0.014335,0.015484,300,1,1,1,300,198,0.013234,0.6501811,492,428,0.014283
"mscorlib.dll!System.Reflection::MonoMethodInfo.GetDeclaringType()",0.014637,0.004978,0.046206,211,375,247,13,13,4.55420600320213,0.01518069,0.01417,0.015815,4146,14,5,23,300,198,0.000684,0.033161,336,247,0.014397
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.Internal_DrawMesh_Injected()",0.014531,0.012442,0.055753,285,479,411,12,14,4.55500500201015,0.01518335,0.013855,0.015552,3000,10,10,10,300,198,0.000631,0.027143,314,411,0.013168
"UnityEngine.CoreModule.dll!UnityEngine::Material.EnableKeyword()",0.014488,0.012824,0.031653,469,212,233,9,12,4.44335100520402,0.01481117,0.014025,0.015033,1500,5,5,5,300,198,0.001689,0.020981,214,233,0.012974
"mscorlib.dll!System.Reflection::MonoMethodInfo.GetParametersInfo()",0.014424,0.00464,0.034662,200,300,405,13,13,4.537310006388,0.01512437,0.013662,0.016411,4146,14,5,23,300,198,0.000602,0.018335,303,314,0.017406
"mscorlib.dll!System.Text::StringBuilder.ThreadSafeCopy()",0.01428,0.0023,0.056458,218,338,247,8,17,4.31469000619472,0.0143823,0.014008,0.014638,11790,40,5,75,300,198,4.8E-05,0.020924,216,247,0.014312
"Material.SetPassUncached",0.014228,0.011582,0.297006,348,371,401,5,9,4.80630099470727,0.016021,0.013476,0.015279,900,3,3,3,300,198,0.002461,0.196179,465,401,0.012874
